Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Strap Size (product.metafields.custom.strap_size),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Band material (product.metafields.shopify.band-material),Battery size (product.metafields.shopify.battery-size),Battery technology (product.metafields.shopify.battery-technology),Battery type (product.metafields.shopify.battery-type),Clasp type (product.metafields.shopify.clasp-type),Color (product.metafields.shopify.color-pattern),Operating system (product.metafields.shopify.operating-system),SIM card capability (product.metafields.shopify.sim-card-capability),Subscription type (product.metafields.shopify.subscription-type),Target gender (product.metafields.shopify.target-gender),Watch accessory style (product.metafields.shopify.watch-accessory-style),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-stainless-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-472-3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/IMG_0531.jpg?v=1758175677,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-stainless-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-472-3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/IMG_0532.jpg?v=1758175677,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-stainless-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-472-3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/IMG_0530.jpg?v=1758175677,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-stainless-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-472-3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/G10_100UKGCofificationImageLatestG10UKNATOSpec_7df081c1-1713-4ef3-9a4b-a07d9054f12f.png?v=1758175677,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-black-pvd-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-493-1283-copy,MWC G10 100m / 330ft Water resistant Search and Rescue (SAR) Black PVD Steel Military Watch with Sapphire Crystal - NATO Stock Number: NSN 6645-99-493-1283,"<h3>SKU Code: G10/100UKGPV/SAR</h3>
<p>The MWC 100m/330ft water-resistant G10 models in covert black PVD stainless steel are one of our longest-established G10/GS series watches, with variants used by the military since the mid-1980s. This version, identical to the NATO variant, has been supplied to a Search and Rescue (SAR) unit in Canada, hence the high-visibility orange strap. This updated model has been allocated the NATO Stock Number NSN: 6645-99-493-1283 by the Ministry of Defence Codification Agency, marking it as the most current approved specification. See the attached image for the MOD codification sheet.</p>
<p>This watch features a highly scratch-resistant sapphire crystal and boasts an impressive 10-year battery life. Although this G10/GS specification watch traces its origins to our earliest G10 designs from the 1980s, it is thoroughly updated.</p>
<p>The screw-down crown and screw caseback significantly enhance water resistance, while the Swiss Ronda 715li movement with a 10-year battery life greatly reduces maintenance needs. The case has a light sandblasted, non-reflective finish, a process long used by military watch manufacturers to give the case a matte appearance that minimizes light reflection. This finish is achieved by blasting the watch case with tiny glass or sand particles, hence the term sandblasted.</p>
<p>The contract specifications for this model required it to be covert, with a screw caseback, 100m water resistance, sapphire crystal, and screw-down crown, resulting in a low-maintenance and highly durable timepiece. The watch is supplied with both a high-visibility orange SAR strap and a black 20mm heat-welded NATO strap.</p>
<p>The back of the case bears various contract markings, including the unique serial number and NATO NSN number.</p>
<h3>Specifications:</h3>
<ul>
<li>
<strong>Case Diameter</strong>:
<ul>
<li>From 2 o’clock to 8 o’clock: 38.5mm</li>
<li>Excluding the crown: 40mm</li>
<li>Including crown guard and crown: 43mm</li>
</ul>
</li>
<li>
<strong>Lug to Lug</strong>: 45.8mm</li>
<li>
<strong>Thickness</strong>: 13.3mm</li>
<li>
<strong>Weight</strong>: 66g</li>
<li><strong>Fixed Solid Strap Bars</strong></li>
<li>
<strong>Dial Color</strong>: Black</li>
<li>
<strong>Luminosity</strong>: Super Luminova C5</li>
<li>
<strong>Case Material</strong>: Black PVD 316L Stainless Steel</li>
<li>
<strong>Caseback</strong>: Screw-down, 316L Stainless Steel</li>
<li>
<strong>Crown</strong>: Screw-down, 316L Stainless Steel</li>
<li>
<strong>Water Resistance</strong>: 10atm (100m/330ft)</li>
<li>
<strong>Battery</strong>: CR2016 Lithium, Estimated life 10 years</li>
<li>
<strong>Crystal</strong>: Sapphire with two layers of anti-reflective coating</li>
<li>
<strong>Movement</strong>: Swiss Ronda 715li</li>
<li>
<strong>Strap</strong>: High-Visibility Orange SAR Strap and Black 20mm Heat Welded NATO Strap</li>
</ul>
<h3>Benefits of Sapphire Crystal:</h3>
<p>Many people ask about the benefits of sapphire crystal over standard mineral crystal. Synthetic sapphire is the best material for watch crystals due to its strength and shatter and scratch resistance, making it highly appealing to military personnel, security personnel, police officers, and those with active outdoor lifestyles. These groups make up over 70% of our customers. When accidents occur, over 90% of watches with cracked crystals have mineral glass crystals. Even hardened mineral crystals do not match sapphire for durability under adverse conditions.</p>
<p>Sapphire crystals are heat-treated to remove internal stresses, enhancing their strength. Additionally, they receive two layers of anti-reflective coating. Sapphire crystal's robustness is why it's now used on the latest iPhones. However, due to its cost, sapphire crystal is typically found only on higher-end watches.</p>",MWC - Military Watch Company,Uncategorized,Full Range,Infantry Watches G10 100m,true,Title,Default Title,,,,,,,,G10/100UKGPV/SAR,0.0,shopify,continue,manual,199.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/MWC0125b.jpg?v=1715850687,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-black-pvd-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-493-1283-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/23-09-MWC-G10-100UKG-FRONT-Web-1500_28d8d6cc-b5a0-4097-abc4-39fdce82f94c.jpg?v=1715850687,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-black-pvd-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-493-1283-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/G10100UKGNight_f98a5cbe-4e66-4611-be1c-fdefb7b3097f.jpg?v=1717333798,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-black-pvd-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-493-1283-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/G10SL_100PVDSideB_b4cd0c91-0b8f-44c0-a7d9-98169ebb81cc.jpg?v=1765976694,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-black-pvd-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-493-1283-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/23-09-MWC-G10-100UKG-BACK-Web-1500_d4e7260d-18f2-4073-a808-8239bb812659.jpg?v=1765976694,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-black-pvd-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-493-1283-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/MWC-Tin_B_e0a97ff4-94df-4a7c-9a67-164f46fd7687.jpg?v=1717333798,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-g10-100m-330ft-water-resistant-search-and-rescue-sar-black-pvd-steel-military-watch-with-sapphire-crystal-nato-stock-number-nsn-6645-99-493-1283-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/6645-99-493-1283G10_100UKGPV_99f8c62c-225d-4fed-b0d9-8bf6536361b1.png?v=1717333798,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life,"MWC P656 2025 Model PVD Tactical Series Watch with GTLS Tritium, Sapphire Crystal and Ten Year Battery Life","<h3><strong>SKU Code: PV656BD/QZ/D</strong></h3>
<p>The<span> </span><strong>MWC Tactical Series P656 watches</strong><span> </span>are built for durability and performance, featuring military-grade stainless steel cases and 300m water resistance. Designed for law enforcement, marine, surface, and airborne applications, these watches exceed U.S. MIL-W-46374F Type 6 specifications. They are frequently ordered in bulk by contractors for their reliability in demanding environments.</p>
<hr>
<h3><strong>Key Features</strong></h3>
<ul>
<li>
<strong>Movement:</strong><span> </span>Ronda 715li</li>
<li>
<strong>Battery Life:</strong><span> </span>10 years</li>
<li>
<strong>Water Resistance:</strong><span> </span>30 ATM (300m / 1000 ft)</li>
<li>
<strong>Altitude Accuracy:</strong><span> </span>Maintains precision up to 12,000m (40,000 ft)</li>
<li>
<strong>Hacking Movement:</strong><span> </span>Ensures accurate time synchronization</li>
<li>
<strong>Tritium Illumination:</strong><span> </span>Compliant with U.S. Nuclear Regulatory Commission regulations (10 CFR 30.15)</li>
</ul>
<hr>
<h3><strong>Dimensions</strong></h3>
<ul>
<li>
<strong>Case Material:</strong><span> </span>Military-grade PVD stainless steel</li>
<li>
<strong>Diameter (Excluding Crown):</strong><span> </span>42mm</li>
<li>
<strong>Diameter (Including Crown):</strong><span> </span>44mm</li>
<li>
<strong>Lug-to-Lug:</strong><span> </span>49mm</li>
<li>
<strong>Thickness:</strong><span> </span>14mm</li>
<li>
<strong>Crystal Diameter:</strong><span> </span>32mm</li>
<li>
<strong>Strap Width:</strong><span> </span>22mm military webbing strap</li>
<li>
<strong>Water Resistance:</strong><span> </span>300m (1000 ft)</li>
<li>
<strong>Crystal:</strong><span> </span>Scratch-resistant sapphire with anti-reflective coating</li>
<li>
<strong>Warranty:</strong><span> </span>24 months</li>
</ul>
<hr>
<h3><strong>Design and Performance Enhancements</strong></h3>
<h4><strong>Built for Modern Demands</strong></h4>
<p>The P656 watches incorporate significant upgrades inspired by mid-1990s designs:</p>
<ul>
<li>
<strong>Crystal:</strong><span> </span>Shatter-resistant sapphire with anti-reflective coating.</li>
<li>
<strong>Water Resistance:</strong><span> </span>Upgraded from 30m (1990s models) to 300m.</li>
<li>
<strong>Magnetic Resistance:</strong><span> </span>18.8 Oe for durability in magnetic environments.</li>
<li>
<strong>Shock Resistance:</strong><span> </span>Complies with NIHS 91-10 standards.</li>
</ul>
<hr>
<h3><strong>Additional Features</strong></h3>
<ul>
<li>
<strong>Screw-Down Locking Crown and Caseback:</strong><span> </span>Ensures maximum durability and water resistance.</li>
<li>
<strong>High-Visibility Bezel Numerals:</strong><span> </span>Easy to read in low-light conditions.</li>
<li>
<strong>Optimized Dial:</strong><span> </span>Designed for readability in adverse lighting.</li>
<li>
<strong>Swiss Tritium GTLS:</strong><span> </span>Provides brighter illumination compared to conventional luminous paint.</li>
</ul>
<hr>
<h3><strong>Covert PVD Finish</strong></h3>
<ul>
<li>
<strong>Special Coating:</strong><span> </span>Matte black, non-reflective PVD (Physical Vapor Deposition) finish for covert operations by special forces, anti-terrorist units, and police forces.</li>
<li>
<strong>Durability:</strong><span> </span>The PVD process chemically bonds the finish to the metal, ensuring long-lasting performance under harsh conditions.</li>
<li>
<strong>Resilience:</strong><span> </span>The finish typically remains intact for years, even under extreme abrasion.</li>
</ul>
<hr>
<h3><strong>Dual Time Zone Tracking</strong></h3>
<h4><strong>Effortless Adjustment</strong></h4>
<p>The P656 features a<span> </span><strong>12-hour bezel</strong><span> </span>for simplified dual time zone tracking:</p>
<ul>
<li>Offset the bezel by the required hours to track a second time zone.</li>
<li>
<strong>Example:</strong><span> </span>In Paris, align ""9 o'clock"" on the bezel with the 3-hour marker to track Miami (6 hours behind).</li>
</ul>
<p>This design maintains the 300m water resistance and classic diver watch aesthetics while enhancing versatility.</p>
<hr>
<h3><strong>Benefits of Sapphire Crystal</strong></h3>
<p>Synthetic sapphire is an industry-leading material for watch crystals, offering:</p>
<ul>
<li>
<strong>Reliability:</strong><span> </span>Ideal for military personnel, law enforcement, and outdoor enthusiasts.</li>
<li>
<strong>Enhanced Strength:</strong><span> </span>Heat-treated sapphire provides superior durability compared to plexiglass or mineral glass.</li>
<li>
<strong>Anti-Reflective Coating:</strong><span> </span>Ensures optimal visibility under all conditions.</li>
</ul>
<hr>
<h2><strong>The History of MIL-W-46374-G Watches and the P656</strong></h2>
<p>The P656 series builds upon the MIL-W-46374F specifications, first published on October 14, 1991. The ""G"" revision in the mid-1990s led to the creation of the Stocker &amp; Yale Type 6 Navigator watch, a key milestone in military-grade timepieces.</p>
<p><span style=""text-decoration: underline;""><strong><span style=""color: rgb(255, 255, 255); text-decoration: underline;"">The final image shows an original U.S. MIL-W-46374F Type 6 watch from 1995</span></strong></span></p>
<hr>
<h3><strong>P656: A Modern Evolution</strong></h3>
<p>The P656 series retains the legacy of the Type 6 Navigator while introducing:</p>
<ul>
<li>
<strong>Stainless Steel Cases:</strong><span> </span>Upgraded from composite materials.</li>
<li>
<strong>Enhanced Water Resistance:</strong><span> </span>Improved to 300m for demanding marine and tactical applications.</li>
<li>
<strong>Advanced Features:</strong><span> </span>Tailored for both military and civilian use.</li>
</ul>
<hr>
<h3><strong>Key Features of the Original Type 6 Navigator</strong></h3>
<ul>
<li>
<strong>Hacking Quartz Movement:</strong><span> </span>Ensures precision.</li>
<li>
<strong>Rotating GMT-Pattern Bezel:</strong><span> </span>Supports navigation functionality.</li>
<li>
<strong>High Altitude Resistance:</strong><span> </span>Withstands altitudes up to 35,000 ft.</li>
<li>
<strong>Magnetic Protection:</strong><span> </span>Shields against fields up to 125±1 gauss.</li>
<li>
<strong>Corrosion Resistance:</strong><span> </span>Designed to endure salt fog and perspiration.</li>
<li>
<strong>Tritium Illumination:</strong><span> </span>Orange/red markers at 12 o’clock improve orientation.</li>
</ul>
<hr>
<h3><strong>Production Timeline of the Original P650</strong></h3>
<ul>
<li>
<strong>1995:</strong><span> </span>Initial batch.</li>
<li>
<strong>1999:</strong><span> </span>Second production run.</li>
<li>
<strong>2000:</strong><span> </span>Final batch.</li>
</ul>
<ul></ul>",MWC - Military Watch Company,Apparel & Accessories > Jewelry > Watches,"","Classic 40mm Hybrid Pilots Watches, Infantry Watches G10 300m, P656, Pilot & Navigator Watches, Tritium GTLS Self Luminous Watches",true,Title,Default Title,,,,,,,,PV656BD/QZ/D,0.0,shopify,deny,manual,295.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/PV656BD_AU_D_-_PV656BD_QZ_D_B.jpg?v=1736353514,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/PV656BD_AU_D_-_PV656BD_QZ_D_B1.jpg?v=1736353514,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/PV656BD_AU_D_-_PV656BD_QZ_D_B5.jpg?v=1736353514,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/MWCTP656Tritium2024Night1_e4dcded7-2000-4d46-91db-3a8840a92159.webp?v=1737649787,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/PV656BD_AU_D_-_PV656BD_QZ_D_B2.jpg?v=1736528081,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/PV656BD_AU_D_-_PV656BD_QZ_D_B3.jpg?v=1736528081,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/PV656BD_AU_D_-_PV656BD_QZ_D_in_Box_B.jpg?v=1736528081,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/MWC_Black_Box_2025_DE.jpg?v=1736528422,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/Original_1995_Sandy_P650_LO_6953aae7-301b-4b5b-9460-6b171a2e73d3.jpg?v=1774959849,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life-non-date-version,"MWC P656 2025 Model PVD Tactical Series Watch with GTLS Tritium, Sapphire Crystal and Ten Year Battery Life (Non Date Version)","<h3>
<strong>SKU Code:</strong><span> </span><span>PV656BD/QZ/ND</span>
</h3>
<p>The<span> </span><strong>MWC Tactical Series P656 watches</strong><span> </span>are designed for durability and performance, featuring military-grade stainless steel cases and 300m water resistance. Specifically created for law enforcement, marine, surface, and airborne applications, these watches exceed U.S. MIL-W-46374F Type 6 specifications and are regularly ordered in bulk by contractors.</p>
<p><meta charset=""utf-8""><span>Among all the variations of this watch, this particular model most closely resembles the original design from 1995 in terms of visual appearance. However, its specifications have been significantly enhanced, as is the case with other models in the range.</span></p>
<hr>
<h3><strong>Key Features</strong></h3>
<ul>
<li>
<strong>Movement:</strong><span> </span>Ronda 715li</li>
<li>
<strong>Battery Life:</strong><span> 10 Years</span>
</li>
<li>
<strong>Water Resistance:</strong><span> </span>30 ATM (300m / 1000 ft)</li>
<li>
<strong>Altitude Accuracy:</strong><span> </span>Maintains precision up to 12,000m (40,000 ft)</li>
<li>
<strong>Hacking Movement:</strong><span> </span>Ensures accurate time synchronization</li>
<li>
<strong>Tritium Illumination:</strong><span> </span>Compliant with U.S. Nuclear Regulatory Commission regulations (10 CFR 30.15)</li>
</ul>
<hr>
<h3><strong>Dimensions</strong></h3>
<ul>
<li>
<strong>Case Material:</strong><span> </span>Military-grade PVD stainless steel</li>
<li>
<strong>Diameter (Excluding Crown):</strong><span> </span>42mm</li>
<li>
<strong>Diameter (Including Crown):</strong><span> </span>44mm</li>
<li>
<strong>Lug-to-Lug:</strong><span> </span>49mm</li>
<li>
<strong>Thickness:</strong><span> </span>14mm</li>
<li>
<strong>Crystal Diameter:</strong><span> </span>32mm</li>
<li>
<strong>Strap Width:</strong><span> </span>22mm military webbing strap</li>
<li>
<strong>Water Resistance:</strong><span> </span>300m (1000 ft)</li>
<li>
<strong>Crystal:</strong><span> </span>Scratch-resistant sapphire with anti-reflective coating</li>
<li>
<strong>Warranty:</strong><span> </span>24 months</li>
</ul>
<hr>
<h2><strong>Design and Performance Enhancements</strong></h2>
<h3><strong>Built for Modern Demands</strong></h3>
<p>Inspired by mid-1990s designs, the P656 watches incorporate significant modern upgrades:</p>
<ul>
<li>
<strong>Crystal:</strong><span> </span>Shatter-resistant sapphire with anti-reflective coating.</li>
<li>
<strong>Water Resistance:</strong><span> </span>Upgraded from 30m (1990s models) to 300m.</li>
<li>
<strong>Magnetic Resistance:</strong><span> </span>18.8 Oe for durability in magnetic environments.</li>
<li>
<strong>Shock Resistance:</strong><span> </span>Complies with NIHS 91-10 standards.</li>
</ul>
<h3><strong>Additional Features</strong></h3>
<ul>
<li>Screw-down locking crown and caseback for maximum durability.</li>
<li>High-visibility numerals on the bezel for ease of use.</li>
<li>Optimized dial for readability in low light.</li>
<li>Swiss Tritium GTLS for brighter illumination compared to luminous paint.</li>
</ul>
<hr>
<h2><strong>Covert PVD Finish</strong></h2>
<p>The P656 features a<span> </span><strong>matte black, non-reflective PVD (Physical Vapor Deposition) finish</strong>, specifically designed for covert operations by special forces, anti-terrorist units, and police forces.</p>
<ul>
<li>
<strong>Durability:</strong><span> </span>The PVD process chemically bonds the finish to the metal at a molecular level, ensuring superior longevity, even under harsh conditions.</li>
<li>
<strong>Resilience:</strong><span> </span>While extreme abrasion can cause damage, the finish typically lasts for years.</li>
</ul>
<hr>
<h2><strong>Dual Time Zone Tracking</strong></h2>
<p>To meet customer demand for simplified time zone tracking, the P656 replaces the traditional diving bezel with a<span> </span><strong>12-hour bezel</strong>.</p>
<h3><strong>Effortless Adjustment</strong></h3>
<ul>
<li>Offset the bezel by the required hours to track a second time zone.</li>
<li>Example: In Paris, turn the bezel until 9 o'clock aligns with the 3-hour marker to track Miami (6 hours behind).</li>
</ul>
<p>This feature maintains the 300m water resistance and classic diver watch aesthetics while increasing versatility.</p>
<hr>
<h2><strong>Benefits of Sapphire Crystal</strong></h2>
<p>Synthetic sapphire is the superior choice for watch crystals due to its durability, resistance to scratches, and ability to withstand shattering.</p>
<ul>
<li>
<strong>Reliability:</strong><span> </span>Ideal for military personnel, police, and outdoor enthusiasts, who represent over 70% of our customer base.</li>
<li>
<strong>Enhanced Strength:</strong><span> </span>Heat-treated sapphire offers unparalleled resilience compared to plexiglass or mineral glass.</li>
<li>
<strong>Anti-Reflective Coating:</strong><span> </span>Ensures clear visibility under all conditions.</li>
</ul>
<hr>
<h2><strong>The History of MIL-W-46374-G Watches and the P656</strong></h2>
<p>The P656 series builds upon the foundation of the MIL-W-46374F specifications, first published on October 14, 1991. The ""G"" revision in the mid-1990s led to the creation of the Stocker &amp; Yale Type 6 Navigator watch, a cornerstone of military-grade timepieces.</p>
<p><span style=""text-decoration: underline;""><strong><span style=""color: rgb(255, 255, 255); text-decoration: underline;"">The final image shows an original U.S. MIL-W-46374F Type 6 watch from 1995</span></strong></span></p>
<h3><strong>P656: A Modern Evolution</strong></h3>
<p>The P656 series retains the legacy of the Type 6 Navigator while introducing stainless steel cases, enhanced water resistance, and advanced features for both military and civilian applications.</p>
<h3><strong>Key Features of the Original Type 6 Navigator</strong></h3>
<ul>
<li>Hacking Quartz Movement for precision.</li>
<li>Rotating GMT-Pattern Bezel for navigation.</li>
<li>High Altitude Resistance up to 35,000 ft.</li>
<li>Magnetic Protection (125±1 gauss).</li>
<li>Corrosion Resistance against salt fog and perspiration.</li>
<li>Tritium Illumination with red/orange markers at 12 o’clock for orientation.</li>
</ul>
<h3><strong>Production Timeline of the Original P650</strong></h3>
<ul>
<li>
<strong>1995:</strong><span> </span>Initial batch.</li>
<li>
<strong>1999:</strong><span> </span>Second production run.</li>
<li>
<strong>2000:</strong><span> </span>Final batch.</li>
</ul>
<ul></ul>",MWC - Military Watch Company,Apparel & Accessories > Jewelry > Watches,"","Classic 40mm Hybrid Pilots Watches, Infantry Watches G10 300m, P656, Pilot & Navigator Watches, Tritium GTLS Self Luminous Watches",true,Title,Default Title,,,,,,,,PV656BD/QZ/ND,0.0,shopify,deny,manual,295.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/PV656BD_QZ_ND_On_Strap_B.jpg?v=1737649787,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life-non-date-version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/PV656BD_QZ_ND_NS_B.jpg?v=1737649787,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life-non-date-version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/files/MWCTP656Tritium2024Night1_e4dcded7-2000-4d46-91db-3a8840a92159.webp?v=1737649787,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwc-p656-2025-model-pvd-tactical-series-watch-with-gtls-tritium-sapphire-crystal-and-ten-year-battery-life-non-date-version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1140/1866/products/FEB0134_b_P656D_B1_Li_Side.jpg?v=1737649787,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
